Index 1,Index 2,Ingredients 1,Ingredients 2,Recipe 1,Recipe 2,Raw Judgement,Healthier
568842,825117,"1 lb elbow macaroni
1.5 (28 ounce) cans diced tomatoes
1 lb ground beef
salt and pepper
","2 tablespoons butter
1 cup finely chopped onion
4 cloves garlic, minced
4 cups chicken broth
1 (2 pound) butternut squash - peeled, seeded, and cut into 1-inch pieces
2 teaspoons curry powder
1 teaspoon salt
1/2 teaspoon ground cumin
1/4 teaspoon cayenne pepper
1/2 cup half-and-half
2 tablespoons honey
1/4 cup sour cream, or to taste (optional)
","1) Cook noodles al dente.
2) Meanwhile brown meat and drain fat.
3) Combine noodles, beef, tomatoes and spices and serve.
4) You can also add a can of kidney beans if you'd like.
","1) Melt butter in a large pot over medium heat.
2) Cook and stir onion and garlic in hot butter until softened and browned, 10 to 15 minutes.
3) Stir chicken broth, squash, curry powder, salt, cumin, and cayenne pepper into onion mixture.
4) Bring mixture to a boil, reduce heat to low, and simmer until squash is tender, about 15 minutes.
5) Remove from heat.
6) Stir half-and-half and honey into squash mixture.
7) Pour squash mixture into a blender no more than half full.
8) Cover and hold lid down; pulse a few times before leaving on to blend.
9) Puree in batches until smooth.
10) Ladle soup into serving bowls and top with a dollop of sour cream.
"," Based on the ingredients and recipes provided, I would say that Recipe 2 is more nutritious and healthy overall. Here is my analysis:

- Recipe 2 uses more vegetables (onion, garlic, butternut squash) while Recipe 1 only contains pasta, ground beef, and canned tomatoes. More vegetables means more vitamins, minerals, and fiber.

- Recipe 2 uses chicken broth while Recipe 1 likely uses beef broth. Chicken broth is generally lower in fat and calories compared to beef",2
831132,338076,"1 12 lbs round steaks, raw, 3/4 to 1 inch thick
2 cups onions, coarsely chopped
1 12 cups water
12 cup mayonnaise
14 cup lime juice (juice of 1 lime)
2 tablespoons fresh cilantro, finely chopped
14 teaspoon ground red pepper
1 lime, cut into 8 wedges (for garnish)
","12 cup butter
12 cup margarine
34 cup brown sugar
34 cup sugar
2 eggs
1 teaspoon vanilla
2 12 cups flour
1 teaspoon baking soda
1 teaspoon salt
1 (12 ounce) package chocolate chips
1 cup pecans, chopped (optional)
","1) Place steaks, onions, and water in a large pot and bring to a boil.
2) Reduce the heat; cover tightly.
3) and simmer for 1-1/4 to 1-3/4 hours, or until the steaks are fork-tender.
4) Meanwhile combine the mayonnaise, lime juice, cilantro, and red pepper in a small bowl.
5) Refrigerate, covered, until ready to use.
6) Remove the steaks; keep warm.
7) Strain solids from the cooking liquid and discard them.
8) Carve the steaks into thin slices and arrange on a serving platter.
9) Pour enough cooking liquid over the steaks to moisten them (about 1/4 cup).
10) Serve with the cilantro-lime mayonnaise and garnish with the lime wedges.
","1) Blend together softened butter and margarine until smooth.
2) Cream with sugars.
3) Add eggs and vanilla and beat well.
4) In a separate bowl, mix the flour, baking soda, and salt.
5) Add to the creamed ingredients and mix well.
6) Fold in chocolate chips and nuts.
7) Note: If you have a ""squeeze trigger"" type of ice cream scoop, use this to scoop cookie dough onto ungreased cookie sheets.
8) This will insure that the cookies are uniform in size, and prevent some from being over-baked, and some from being under-baked.
9) Do not crowd; allow at least 2 inches between each cookie.
10) Bake in a 350 degree oven for 10-12 minutes.
11) Note: It is very important not to over-bake.
12) The cookies should be lightly golden brown, but not shiny on top.
13) This dough will keep nicely in the refrigerator for two weeks enabling you to make just one dozen at a time if you like.
"," Based on the ingredients and preparation, Recipe 2 seems more nutritious and healthy overall compared to Recipe 1.

Here's my analysis:

- Recipe 1 contains a large amount of red meat, which can be high in saturated fat and cholesterol if consumed in excess. Recipe 2 uses plant-based fats like butter and margarine.

- Recipe 1 uses a significant amount of mayonnaise, which is high in fat and calories. Recipe 2 relies more on natural sugars.",2
305200,414846,"8 slices bread, cubed
2 cups grated American cheese
2 lbs bulk sausage, browned and drained
4 eggs, beaten
2 12 cups milk
34 teaspoon dry mustard
1 (10 1/2 ounce) can condensed cream of mushroom soup
12 cup milk
","1 slice lunch meat
1 slice cheese
4 Ritz crackers
","1) Place bread cubes in greased 9x13-inch pan.
2) Sprinkle with cheese.
3) Add browned sausage.
4) Blend eggs, milk, and mustard and pour over ingredients in pan.
5) Refrigerate overnight (or for 5 hours).
6) IN THE MORNING blend soup and 1/2 cup milk and pour (or spread) over top of casserole.
7) Bake 1 1/2 hours at 300F.
","1) Cut 4 (1-1/2-inch) circles out of your choice of lunch meat (use small glass if you don't have a cutter that is that small and cut around it), then cut 4 (1-1/4-inch) stars out of your choice of cheese.
2) Top each cracker with 1 lunch meat circle and 1 cheese star or place in container and ship off in lunch box.
"," Based on the ingredients, Recipe 1 contains more processed meat (sausage), cheese, eggs and cream/milk compared to Recipe 2 which contains only small amounts of lunch meat and cheese. 

Recipe 1 also includes condensed cream of mushroom soup, which often contains preservatives and added sodium. 

Overall, Recipe 2 is more nutritious as it contains less processed and high fat ingredients. It has a better balance of protein, carbs and fat.

Therefore, the healthier recipe",1
632645,663914,"4 (6 ounce) yellowtail fillets (silver perch and yellowtail snapper are ok substitutes)
4 tablespoons ancho chile powder
4 tablespoons kosher salt
2 tablespoons black pepper
Olive oil
Mango Salsa, recipe follows
2 mangoes, small dice
1 medium red onion, small dice
1 cucumber, peeled, seeded, small dice
2 jalapeno peppers, minced
1/4 cup cilantro leaves, chopped
1/2 tablespoons ancho chile powder
2 large limes, juiced
2 tablespoons olive oil
Salt
Pepper
","24 ounces whole wheat fusilli
12 chopped red bell pepper
1 cup chopped broccoli
1 cup chopped carrot
13 cup chopped onion
2 14 ounces black olives (Whole or halved)
23 cup fat-free Italian salad dressing
","1) Preheat outdoor grill to medium heat and oil the grates using a brush or paper towel.
2) In a small bowl, mix the chile powder, salt, and pepper together.
3) Coat the yellowtail fillets with a light layer of olive oil and sprinkle with the chile mixture.
4) Place each fillet flesh side down on a hot grill and cook for about 3 minutes.
5) Flip fillets over and cook for an additional 3 minutes.
6) Remove from grill and top with Mango Salsa.
7) To make mango salsa, combine all ingredients together in a medium bowl and stir well.
8) Keep refrigerated until ready to use.
","1) Boil pasta until al dente (about 10 minutes.
2) ).
3) Add tablesppon of salt and tablespoon of olive oil.
4) Drain pasta after fully cooked.
5) Let pasta cool.
6) Add bell pepper, broccoli, carrots, onions, and olives.
7) Add dressing, toss, and serve!
8) Dressing might need to be added later.
"," Based on the ingredients and preparation, Recipe 1 seems to be more nutritious and healthy overall. Here's a quick analysis:

Recipe 1:
- Uses fresh fish which is an excellent source of protein and healthy fats like omega-3s. 
- The mango salsa provides fiber, vitamins, and antioxidants from the fresh fruits and vegetables.
- Olive oil used for cooking is a healthy fat.
- Spices provide flavor without adding calories or sodium.",1
590601,315735,"1/4 cup whole cumin seeds
1 1/2-inch piece cinnamon stick
2 Tbs. whole coriander seeds
1 Tbs. green cardamom pods
1/2 tsp. black peppercorns
1/2 tsp. red pepper flakes
1/2 tsp. whole cloves
","8 hot dogs
1 (15 ounce) can chili
4 slices whole wheat bread
4 slices American cheese
chili powder
","1) Heat skillet over medium-low heat.
2) Add all ingredients, and cook 12 minutes, or until light brown, shaking pan frequently.
3) Cool.
4) Crush cardamom pods to release seeds inside.
5) Discard pods, and grind cardamom seeds and cooled, roasted spices to fine powder with mortar and pestle or in spice grinder.
","1) Arrange slices of bread on foil lined cookie sheet.
2) Cut the hot dogs length wise so they lay flat.
3) Put four hot dog halves (2 hot dogs total) on each slice of bread.
4) Spoon chilli on top of hot dogs.
5) Put a piece of sliced cheese on top of chilli.
6) Sprinkle cheese with chilli powder.
7) Bake in oven for 15-20 minute at 350.
"," Recipe 1 is more nutritious and healthy overall. The ingredients are whole spices which provide antioxidants and other beneficial nutrients. Recipe 2 contains processed hot dogs, canned chili, and cheese, which are high in sodium, preservatives, and saturated fat. The whole wheat bread is a healthy aspect, but overall recipe 1 has more nutritious ingredients.",1
269885,531969,"12 cup butter, divided
2 cups onions, diced
1 cup celery, diced
1 cup green bell pepper, diced
4 garlic cloves, minced
2 tablespoons flour
2 (10 ounce) cans Rotel Tomatoes
1 (8 ounce) can tomato paste
12 cup red wine
1 teaspoon salt
1 teaspoon ground black pepper
1 tablespoon Worcestershire sauce
1 tablespoon sugar
12 teaspoon basil
1 teaspoon thyme
2 bay leaves
1 bunch parsley, cleaned & finely chopped
2 lbs medium shrimp, peeled & deveined
","Vegetable oil
1/2 cup water
2 cups sugar
1/4 teaspoon cream of tartar
1 cup light corn syrup
2 teaspoons cinnamon
2 tablespoons unsalted butter
2 cups roasted, salted cashew nuts (if using unsalted cashew nuts, add 1/8 teaspoon salt with the sugar)
1 teaspoon baking soda
","1) In a large skillet, melt 1/4 cup of the butter (reserving the other 1/4 cup for later)over medium heat.
2) Saute the onion, celery, bell pepper and garlic until tender.
3) Add the other 1/4 cup butter to the skillet and stir in until melted.
4) Sprinkle the flour into the skillet and stir until combined.
5) Add the canned tomatoes, tomato paste and red wine, blending well.
6) At this point, add all the remaining ingredients except for the shrimp.
7) Let come to a boil, then reduce heat to low, cover and let simmer for 30 minutes, stirring occasionally to prevent sticking.
8) Add shrimp to simmering creole and stir to combine.
9) Cook approximately 10 more minutes, until shrimp turns pink and is done.
10) Remove bay leaves before serving.
11) Serve over hot cooked rice.
","1) Using vegetable oil, generously oil a sheet pan (preferably one with sides), at least 11 by 17 inches.
2) In a medium-size heavy saucepan, combine the water, sugar, cream of tartar and corn syrup and bring to a boil over medium heat.
3) Using a candy thermometer to test it, boil the mixture until it reaches 350 degrees, or is amber-colored.
4) Remove from the heat and, working quickly, whisk in the cinnamon.
5) Whisk in the butter, cashews, and baking soda.
6) Pour the mixture onto the oiled pan and spread it out a bit with a wooden spoon, to about 1/4 to 1/2-inch thickness.
7) Don't spread it too thinly.
8) Let harden, uncovered, in a cool place, 30 to 45 minutes.
9) (To wash the saucepan, soak it overnight.)
10) Using your hands, break the brittle into pieces.
11) Store in an airtight container.
"," Based on the ingredients and recipes provided, Recipe 1 seems more nutritious and healthy overall compared to Recipe 2.

Recipe 1 contains vegetables, garlic, herbs, spices, tomatoes, protein from shrimp, and is made by sautéing and simmering. This method helps retain nutrients. The ingredients provide fiber, vitamins, minerals and lean protein.

Recipe 2 contains mostly sugar, corn syrup, butter, and cashews. While cashews provide some protein and nutrients, the high amount",1
407896,753805,"2 each orange roughy fillets
1 each egg whites
3 tablespoons bread crumbs seasoned dried
2 teaspoons olive oil or vegetable oil
13 cup water
1/4 cup wine dry
1 tablespoon parsley leaves
1 tablespoon lemon juice
1/2 teaspoon chicken broth mix
1 clove garlic minced
","2 pkg. Slice N Bake chocolate chip cookies
2 (8 ounce.) pkg. cream cheese, softened
1 c. sugar
2 Large eggs
1 teaspoon vanilla
1/2 c. coconut, opt.
","1) Dip 1 fish fillet in the egg white, and then into bread crumbs.
2) Coat both sides evenly; repeat for the remaining fillet.
3) Be sure all sides are covered evenly!
4) 2.
5) In a 9 inch non stick skillet, heat oil; add fillets and cook over medium high heat turning once, until fish is cooked thoroughly and flakes easily when tested with a fork, usually 3 to 5 minutes on each side.
6) Transfer fish to a platter and keep warm.
7) To the same skillet add garlic and cook over medium heat until hot.
8) Stir in water, wine, parsley, lemon juice, and broth mix.
9) Cook over high heat until mixture comes to a boil; continue to cook until mixture is reduced to about 1/4 cup, about 4 to 5 minutes.
10) Pour over fish and serve.
","1) Preheat oven to 350 degrees.
2) Lightly grease 13 x 9 inch cake pan.
3) Slice first package of chocolate chip cookies into 1/4 inch slices and cover bottom of cake pan.
4) Pat carefully to fill in open spaces.
5) Cream together cream cheese, sugar, Large eggs and vanilla till smooth.
6) Stir in coconut.
7) Spread proportionately over bottom cookie layer in pan.
8) Slice second package of chocolate chip cookies into 1/4 inch slices and cover cream cheese layer.
9) With end of knife, gently spread edges of top cookie layer to fill in open spaces.
10) Bake at 350 degrees for 40 to 45 min.
11) Cold thoroughly before cutting into bars.
"," Based on the ingredients and preparation, Recipe 2 seems to be less nutritious and healthy compared to Recipe 1. 

Recipe 1 uses lean protein from fish, whole grains from breadcrumbs, olive oil, vegetables, and spices. The cooking method is baking which requires little added fat.

Recipe 2 contains highly processed cookies, full fat cream cheese, coconut, and a good amount of added sugar. The bars are baked, however the high amounts of refined carbs, saturated fat, and",2
444287,528373,"Mayo:
1/4 cup reduced-fat mayonnaise
2 tablespoons chopped fresh cilantro
1 teaspoon fresh lime juice
1 garlic clove, minced
Chicken:
1/4 cup egg substitute
3 tablespoons hot sauce (such as Tabasco)
1 teaspoon dried oregano
1/4 teaspoon salt
2 (6-ounce) skinless, boneless chicken breast halves
4 1/2 ounces baked tortilla chips (about 6 cups)
2 tablespoons olive oil
Remaining ingredients:
4 (2-ounce) Kaiser rolls, split
12 (1/8-inch-thick) red onion slices
4 lettuce leaves
","2 cups all-purpose flour
1 tablespoon green tea powder (matcha)
1/2 teaspoon baking soda
1/2 teaspoon salt
1 cup packed brown sugar
3/4 cup unsalted butter, melted
1/2 cup white sugar
1 tablespoon vanilla extract
1 egg
1 egg yolk
1 1/2 cups white chocolate chips
","1) 1.
2) To prepare mayo, combine the first 4 ingredients.2.
3) To prepare chicken, combine egg substitute, hot sauce, oregano, and salt in a large zip-top plastic bag.
4) Cut chicken breast halves in half horizontally to form 4 cutlets.
5) Add chicken to bag; seal.
6) Marinate in refrigerator 2 hours or up to 8 hours, turning bag occasionally.3.
7) Place tortilla chips in a food processor; process 1 minute or until ground.
8) Place ground chips in a shallow dish.4.
9) Working with one cutlet at a time, remove chicken from marinade, allowing excess to drip off.
10) Coat chicken completely in chips.
11) Set aside.
12) Repeat procedure with remaining chicken and chips.5.
13) Heat a large nonstick skillet over medium heat.
14) Add olive oil to pan, swirling to coat.
15) Add chicken to pan; cook 3 minutes on each side or until browned and done.
16) Spread mayo evenly over cut sides of rolls.
17) Layer bottom half of each roll with 3 onion slices, 1 lettuce leaf, and 1 chicken cutlet; top with top halves of rolls.
","1) Preheat oven to 325 degrees F (165 degrees C).
2) Grease baking sheets or line with parchment paper.
3) Sift flour, matcha, baking soda, and salt together in a bowl.
4) Beat brown sugar, butter, and white sugar together in a large bowl using an electric mixer until blended; beat in vanilla extract, egg, and egg yolk until light and creamy.
5) Mix flour mixture into creamed butter mixture until dough is just blended; fold in chocolate chips using a wooden spoon.
6) Drop cookie dough, 1 heaping tablespoon per cookie, onto the prepared baking sheet 2 to 3 inches apart.
7) Bake in the preheated oven until edges are lightly browned, 8 to 10 minutes.
8) Cool cookies on the baking sheet for 2 to 3 minutes before transferring to a wire rack to cool completely.
"," Based on the ingredients and preparation, Recipe 1 seems more nutritious and healthy overall compared to Recipe 2. 

Recipe 1 uses lean protein (skinless, boneless chicken breast) baked with whole grains (baked tortilla chips), along with vegetables (onions, lettuce) and some healthier fats (olive oil, reduced-fat mayo). It also includes spices and fresh ingredients like cilantro and lime. 

Recipe 2 is a cookie recipe that uses refined flour,",1
901350,833256,"2 tablespoons olive oil
2 carrots, diced
4 stalks celery, chopped
1 large leek, chopped
2 onions, sliced
4 bay leaves
600 ml red wine
14 cup fresh thyme
2 tablespoons dried marjoram
1700 ml good quality vegetable stock
2 teaspoons soy sauce
2 teaspoons yeast extract
340 g chestnuts
","34 cup lukewarm water
1 egg, lightly beaten
14 teaspoon white vinegar
2 tablespoons butter, melted
2 12 cups bread flour (all purpose won't work)
34 teaspoon salt
melted butter
8 -9 apples, peeled and grated i.e. Northern Spy or 8 -9 other large green cooking apples
34 cup sugar
2 teaspoons cinnamon
34 cup golden raisin
1 tablespoon lemon zest
34 cup currants
1 cup toasted breadcrumb
5 -6 tablespoons butter, melted
","1) Heat the oil and fry the carrot, celery, leek and half the onion over a low heat until soft.
2) Add bay leaves, wine, herbs and stock.
3) Bring to the boil and boil for 10 minutes.
4) Strain gravy into a jug and discard the veg.
5) Add soy and yeast extract (season with a good twist of black pepper if desired) and return to the pan.
6) Add the chestnuts and remaining onion to the gravy and simmer for 10 minutes.
","1) In a small mixing bowl, combine water, egg, vinegar and butter (all at room temperature).
2) Add the mixture to the flour and salt in a large mixing bowl, and stir for 5 minutes, or until the mixture becomes a firm dough.
3) Form the dough into a ball and transfer it to a floured surface to knead it.
4) Pull the dough into an oblong shape, pressing several times with the heels of the hands, then turning it slightly and repeating the process until smooth and elastic (approx.
5) 10 minutes).
6) Form the dough into a ball again, place it on a floured surface.
7) Cover it with a warm (but not hot) metal or earthenware bowl and let it rest for 30 minutes.
8) (At this point the dough can be refridgerated for about 4-5 days or frozen for a month.
9) ).
10) In a large bowl, combine apples (remember to squeeze them slightly of some of their juice, and drink it - of course!
11) ), cinnamon, sugar, raisins, zest and currants.
12) Meanwhile, cover a large table (about 6 x 4 ft.) with a clean tablecloth, and sprinkle the cloth with flour.
13) With a pastry brush, coat the top of the dough with melted butter.
14) Roll it out to a thickness of about 1/8"" then begin stretching it over the backs of your hands.
15) Working quickly, continue lifting the dough and stretching it by pulling your hands apart until it is almost paper thin and drapes over the side of the table.
16) With scissors, trim off the thick outer edges of the strudel dough.
17) Brush the stretched dough generously with melted butter and sprinkle it with some toasted breadcrumbs.
18) Place the filling along the edge nearest you, in a 3 inch strip, to within 2 inches of the ends.
19) Then lift the tablecloth on that side and use it to roll the dough in a 3 inch strip, to within 2 inches of the ends.
20) Then lift then tablecloth on that side and use it to roll the dough around the filling, jelly-roll fashion.
21) With a sharp knife, cut the roll into sections that will fit comfortably on baking sheets.
22) Brush the tops of the rolls with butter and close the ends.
23) Lightly grease the baking sheets and place the sections of strudel seam side down with the aid of a.
"," Based on the ingredients and preparation, Recipe 2 seems more nutritious and healthy overall. Here are the main reasons:

- Recipe 2 uses whole wheat flour, which is more nutritious than refined white flour. Whole wheat flour contains more fiber, vitamins, and minerals. 

- Recipe 2 contains apples, raisins, currants, and lemon zest. These ingredients provide vitamins, minerals, fiber, and antioxidants. Recipe 1 does not contain much fruit.",2
168143,992680,"Sushi rice, recipe follows
Nori
Carrot, julienned
Orange and red bell peppers, julienned
Cucumber, julienned (Chinese B without seeds, or regular is also ok)
Asparagus
Avocado
Scallions, julienned
Black sesame seeds
White sesame seeds
Black sesame seeds/salt combination
(c. Television Food Network, G.P.)
3 1/3 cups short grain rice
4 cups water, plus 1/4 cup water
6 tablespoons rice vinegar
5 tablespoons sugar
3 teaspoons salt
","1 pound shrimp (peeled & deveined)
1 pound lobster, don't use mock
1 pound crabmeat, don't use mock
1 can tomato sauce
1 can stewed tomatoes
1 lg. onion
3 cloves garlic
1/2 pound okra
2 lg. green peppers
1 warm pepper
Salt to taste
","1) Place a half sheet of nori horizontally in front of you on your mat.
2) Place rice on left third of nori, leaving border of nori all around.
3) Place filling ingredients vertically across middle of rice.
4) Fold near corner of nori over to begin folding into cone shape.
5) Continue to roll until cone is formed.
6) Serve with pickled ginger, wasabi and soy sauce as condiments.
7) Rinse rice in water until the water runs clear and then drain in a colander for 1 hour.
8) Place the drained rice in a rice cooker or in a pot with a tight-fitting lid and add 4 cups water.
9) Over medium heat, cover and bring the water to a boil.
10) Boil for about 2 minutes, reduce heat and allow to simmer for another 5 minutes.
11) Reduce heat to low and cook for about 15 minutes, or until water has been absorbed.
12) Remove from the heat, remove lid, and place a towel over pot.
13) Replace lid and let stand for 10 to 15 minutes.
14) While the rice cooks, combine vinegar, sugar and remaining 1/4 cup water in a saucepan.
15) Heat over low temperatures, stirring, until sugar and salt dissolve.
16) Let cool.
17) Empty rice into a hangiri (or other nonmetallic) tub and spread it evenly over the bottom with a shamoji (or large wooden spoon).
18) Run the spatula through the rice in slicing motions to separate the grains.
19) While doing this, slowly add vinegar mixture.
20) Add only as much as is necessary; the rice should not be mushy.
21) If you have help, fan the rice with an uchiwa (fan) during the cooling and mixing procedures.
22) Do not refrigerate the rice.
23) Keep it in the tub covered with a clean cloth until ready to use.
24) The rice will last one day.
","1) Saute/fry minced green and warm peppers, onion, cloves of garlic and okra till soft, not brown.
2) Add in tomato sauce, stewed tomatoes and all the seafood.
3) Simmer only for 3 hrs.
4) (It is necessary to stir constantly till a heavy sauce is formed to prevent sticking.)
5) Serve over rice.
6) Serves 6 people.
"," Based on the ingredients and preparation, Recipe 1 (the sushi) seems healthier overall:

- It includes more vegetables like carrots, peppers, cucumber, asparagus. Recipe 2 only has onions, garlic, okra and peppers.

- Recipe 1 uses healthier grains (sushi rice) while Recipe 2 uses regular white rice. 

- Recipe 1 includes healthy fats from avocado and seeds. Recipe 2 doesn't have any healthy fats.

- Recipe",1
947186,474807,"2 tbsp unsalted butter
1 1/3 cup water
2/3 cup milk
1 lb chicken breasts
1/2 cup butter for sauteing
1 cayenne pepper
1 kicken chicken seasonings
","2 tablespoons cooking oil
2 cups instant rice
14 cup frozen peas (optional but nice touch) or 14 cup carrot (optional but nice touch)
12 cup of ready made salsa
1 cup chicken broth
cumin
chili powder
","1) Melt butter in large skillet
2) Saute chicken in large skillet until cooked thoroughly
3) Shred the chicken into bite size pieces.
4) Spinkle cayenne pepper and kicken chicken seasonings on the chicken.
5) This is to taste, that's the reason for no amounts listed.
6) In the skillet, bring the chicken, water, milk and butter to a boil.
7) Then slowly stir in the pasta and special seasonings.
8) Separate pasta with a fork, if needed.
9) Return to a boil
10) Reduce heat to medium
11) Boil uncovered, 4-5 min.
12) Or until pasta is just tender, stirring frequently.
13) Sauce will be thin.
14) Let stand for 3-5 min.
15) To thicken.
16) If it thickens up to much add extra milk/water mixture to thin it out.
","1) First, sautee the rice in the oil.
2) Stir until rice starts to turn brown.
3) Add in vegetables and cook for additional 3-4 minutes.
4) Stir in salsa, chicken broth, cumin to taste and chili powder to taste ( you can always add more later if necessary).
5) Add chicken broth and simmer until fluids cook down.
6) Since this is done with ""ready made"" items from your kitchen, you can be pretty flexible.
7) Use what you have.
8) Example: use a can of tomatoes with green chile's, use powdered chicken bouillon and water, add or reduce the amount of spices.
9) Have fun, it is very delicious!
"," Based on the ingredients and preparation, Recipe 2 seems more nutritious and healthy overall:

Recipe 1:
- Uses a lot of butter for cooking, which is high in saturated fat
- Includes chicken breasts, which are a good source of protein but can also be high in fat if the skin is not removed
- Does not include many vegetables or other sources of nutrients
- Includes milk, which has calcium but can also be high in fat

Recipe 2: 
-",2
734691,476323,"1 lb lean ground beef
1 lb Polish sausage, sliced
12 teaspoon seasoning salt
14 teaspoon oregano
14 teaspoon basil
1 (1 1/2 ounce) envelope dry onion soup mix
6 cups boiling water
1 (16 ounce) can whole tomatoes
1 tablespoon soy sauce
1 cup celery, sliced
1 cup elbow macaroni, uncooked
grated parmesan cheese
","All-purpose flour, for dusting
Pate Sucree (page 333)
Vanilla Pastry Cream (page 338)
4 cups mixed fresh berries, such as blackberries, blueberries, raspberries, red currants, or sliced strawberries
1/2 cup apricot jam (optional)
","1) Brown ground beef and sausage in a frying pan, then drain well.
2) Add all ingredients, except the macaroni, to a crock-pot.
3) Cook on low setting for 8-16 hours.
4) One hour before serving, turn setting to high and add macaroni.
5) Serve with Parmesan cheese.
","1) Preheat oven to 375F.
2) On a lightly floured surface, roll out dough 1/8 inch thick, 1 disk at a time.
3) Cut out twenty-four 4-inch rounds, and fit dough into two dozen 3-inch tart pans.
4) Trim dough flush with rims.
5) Pierce bottoms of shells all over with a fork.
6) Refrigerate or freeze until firm, about 30 minutes.
7) Line tart shells with parchment, and fill with pie weights or dried beans.
8) Bake until edges are golden, about 15 minutes.
9) Remove parchment and weights; continue baking until crusts are golden brown all over, about 10 minutes.
10) Let cool completely on a wire rack.
11) Fill tart shells halfway with pastry cream and top with berries, arranging in concentric circles.
12) If desired, in a small saucepan over low heat, heat apricot jam until loose, then pass through a fine sieve.
13) Gently brush berries with strained jam.
14) Serve immediately or refrigerate up to 2 hours.
"," Based on the ingredients and preparation, Recipe 2 seems more nutritious and healthy overall. Here's my analysis:

Recipe 1 contains a lot of processed meat (ground beef, polish sausage) which can be high in saturated fat and sodium. It also calls for a packet of dried onion soup mix, which is likely high in sodium. The recipe has minimal vegetables and uses a lot of boiling water, which can cause some nutrient loss.

Recipe 2 uses fresh fruit as the main component",2
874908,401787,"1 12-2 lbs boneless skinless chicken breasts
1 12 cups pesto sauce (see other recipe for prep)
1 (15 ounce) can diced tomatoes
1 (10 3/4 ounce) can cream of mushroom soup
1 (10 3/4 ounce) can cream of chicken soup, with herbs
2 cups dry pasta (small, thick shapes)
3 tablespoons butter
1 12 cups water
","1 cup plain yogurt, whisked until smooth
3 tablespoons Ginger-Garlic Paste, recipe follows (or 1 tablespoon grated fresh ginger and 3 cloves garlic put through a garlic press or finely minced)
1 teaspoon kosher salt
1/2 teaspoon freshly ground black pepper
1 pound boneless, skinless chicken thighs, poked with a fork, and cut into large bite-sized chunks
2 teaspoons olive oil
3 tablespoons butter
1/3 cup Ginger-Garlic Paste, recipe follows (or 6 cloves garlic and 2-inch thumb ginger minced)
2 serrano peppers, minced (seeds removed if you don't want it spicy)
2 tablespoons tomato paste
1 teaspoon garam masala
2 teaspoons paprika
8 Roma tomatoes, diced
1 1/2 teaspoons kosher salt
1 to 2 cups water
Oil, for grilling
1 tablespoon dried fenugreek leaves (optional)
1/2 cup heavy cream
Minced fresh cilantro, for garnish
Cooked rice, naan, or crusty piece of bread, for serving
1/2 cup cloves garlic, whole
1/2 cup fresh ginger, peeled, cut into 1/2-inch slices
1/4 cup canola oil
","1) Using the back of a spoon, ""paint"" entire surface area of each chicken breast with pesto sauce.
2) Melt butter in large pot over Medium heat.
3) Carefully place chicken in melted butter, making sure to guard for spatter.
4) After brown on both sides, add cream soups, tomatoes, and pasta.
5) Stir and allow to sit for 5 minutes.
6) Add water and stir well.
7) Cover & simmer for 10 minutes, stirring occasionally.
8) Remove chicken from pot and cut into bite-size pieces.
9) (Stir mixture still in pot frequently until you've returned chicken.
10) ).
11) Return chicken to pot.
12) Stir, cover & simmer until pasta is tender.
13) ENJOY!
","1) For the marinade: In a large bowl, mix together the marinade ingredients.
2) Add the chicken and toss to coat.
3) Marinate at least 30 minutes, or in the refrigerator up to overnight.
4) For the sauce: When you're ready to make the curry, place a large skillet over medium heat and add the olive oil and butter.
5) When the butter has melted, add the Ginger-Garlic Paste and serrano peppers.
6) Saute until lightly browned around the edges.
7) Add the tomato paste and cook until the tomato has darkened in color, about 3 minutes.
8) Add the garam masala and the paprika and saute for about 1 minute to draw out their flavors.
9) Add the tomatoes, salt, and 1 cup water.
10) Bring to a boil, turn down to a simmer, and cook until thickened, about 20 minutes.
11) You may need more water depending on how much liquid the tomatoes give off.
12) Meanwhile, fire up your grill.
13) When it is nice and hot, lightly brush it with oil.
14) Place the chicken on the grill, shaking off some of the excess marinade.
15) Cook until it's charred, about 2 minutes on each side.
16) (Don't worry that the chicken will still be a little uncooked, it finishes cooking in the sauce).
17) Pour the sauce into a blender or food processor, or use an immersion blender, and process until smooth.
18) Pour back into the skillet and bring back up to a boil.
19) Add the chicken and fenugreek leaves, if using.
20) Take the heat down to a simmer and cook for about 10 minutes.
21) Add the cream and stir through.
22) Garnish with minced fresh cilantro, and serve over rice, with naan, or a crusty piece of bread!
23) Throw the garlic, ginger, and canola oil in a mini-food processor and let it go until it forms a semi-smooth paste.
24) There will still be tiny little pieces in there, but overall, it should resemble a paste.
25) Save what you don't use in a small glass jar.
26) It should last in the fridge for 2 to 3 weeks.
27) It's a delicious addition to marinades, pasta sauces, stir fry sauces, slow-cooker recipes, gravy etc.
28) We always had a jar of this stuff in our fridge growing up.
"," Based on the ingredients and preparation, Recipe 2 seems more nutritious and healthy overall:

- Recipe 2 uses more whole foods like yogurt, garlic, ginger, tomatoes, cilantro. These provide more nutrients and fiber. Recipe 1 relies more on processed/canned ingredients.

- Recipe 2 uses healthier fats like olive oil and butter. Recipe 1 uses more cream/cream soups which are higher in saturated fat and calories. 

- Recipe 2 includes more vegetables. Recipe",2
